DRG Code,DRG Description,ICD-10 Code,ICD-10 Description,Notes,Remarks,Is Active
PSUR23C,Laparotomy for Haemoperitoneum <12 Yrs,R19.8,Other specified symptoms and signs involving the digestive system and abdomen,,,TRUE
PSUR23C,Laparotomy for Haemoperitoneum <12 Yrs,S36.0,Injury of spleen,,,TRUE
PSUR23C,Laparotomy for Haemoperitoneum <12 Yrs,S36.1,Injury of liver or gallbladder,,,TRUE
PSUR24C,Laparotomy with Enterostomy Formation and closure <12 Yrs,K60.5,Anorectal fistula,,,TRUE
PSUR24C,Laparotomy with Enterostomy Formation and closure <12 Yrs,Q43.1,Hirschsprung disease,,,TRUE
PSUR25C,Posterior Sagittal Anorectoplasty (PSARP) <12 Yrs,Q43.9,"Congenital malformation of intestine, unspecified",,,TRUE
PSUR26C,Burns - OPD Wound Dressing <12 Yrs,T31.0,Burns involving less than 10% of body surface,,,TRUE
PSUR27C,Burns - Non operative Management - Inpatient <12 Yrs,,,,,TRUE
PSUR28C,Surgery for Burns <12 Yrs,T30.0,"Burn of unspecified body region, unspecified degree",,,TRUE
PSUR29C,Minor Surgery for Sexual Assault <12 Yrs,,,,,TRUE
PSUR30C,Major Surgery for Sexual Assault <12 Yrs,,,,,TRUE
PSUR31C,Laparotomy with anastomosis <12 Yrs,K66.8,Other specified disorders of peritoneum,,,TRUE
PSUR31C,Laparotomy with anastomosis <12 Yrs,Q41.9,"Congenital absence, atresia and stenosis of small intestine, part unspecified",,,TRUE
PSUR31C,Laparotomy with anastomosis <12 Yrs,Q43.3,Congenital malformations of intestinal fixation,,,TRUE
PSUR32C,Craniotomy <12 Yrs,D43.2,"Neoplasm of uncertain or unknown behaviour: Brain, unspecified",,,TRUE
PSUR32C,Craniotomy <12 Yrs,I61.9,"Intracerebral haemorrhage, unspecified",,,TRUE
PSUR33C,Endoscopic surgery for bleeding oesophageal varices <12 Yrs,I86.4,Gastric varices,,,TRUE
PSUR34C,Thoracostomy and chest tube insertion <12 Yrs,J90.00,"Pleural effusion, not elsewhere classified",,,TRUE
PSUR34C,Thoracostomy and chest tube insertion <12 Yrs,J93.9,"Pneumothorax, unspecified",,,TRUE
PSUR34C,Thoracostomy and chest tube insertion <12 Yrs,J94.2,Haemothorax,,,TRUE
PSUR35C,Vascular Surgery Operations <12 Yrs,I71.9,"Aortic aneurysm of unspecified site, without mention of rupture",,,TRUE
PSUR35C,Vascular Surgery Operations <12 Yrs,I72.4,Aneurysm and dissection of artery of lower extremity,,,TRUE
PSUR35C,Vascular Surgery Operations <12 Yrs,I73.9,"Peripheral vascular disease, unspecified",,,TRUE
PSUR35C,Vascular Surgery Operations <12 Yrs,I74.9,Embolism and thrombosis of unspecified artery,,,TRUE
PSUR36C,Conservative management of surgery <12 Yrs,K36.00,Other appendicitis,,,TRUE
PSUR36C,Conservative management of surgery <12 Yrs,K38.8,Other specified diseases of appendix,,,TRUE
PSUR36C,Conservative management of surgery <12 Yrs,K81.1,Chronic cholecystitis,,,TRUE
PSUR37C,Surgery for removal of finger/toe <12 Yrs,D48.7,Neoplasm of uncertain or unknown behaviour: Other specified sites,,,TRUE
PSUR37C,Surgery for removal of finger/toe <12 Yrs,N49.3,Gangrene,,,TRUE
PSUR38C,"Surgery for amputation of hand/foot (through or below ankle or wrist
joint) <12 Yr",D48.7,Neoplasm of uncertain or unknown behaviour: Other specified sites,,,TRUE
PSUR38C,"Surgery for amputation of hand/foot (through or below ankle or wrist
joint) <12 Yr",N49.3,Gangrene,,,TRUE
PSUR39C,"Amputation below or through elbow or knee, through proximal joints
or for the complete removal of limb <12 Yr",D48.7,Neoplasm of uncertain or unknown behaviour: Other specified sites,,,TRUE
PSUR39C,"Amputation below or through elbow or knee, through proximal joints
or for the complete removal of limb <12 Yr",N49.3,Gangrene,,,TRUE
RSUR01A,Reconstructive repair >=12 Yrs,Q35.9,"Cleft palate, unspecified",,,TRUE
RSUR01A,Cleft Lip,Q35.9,"Cleft palate, unspecified",,,TRUE
RSUR01A,Reconstructive repair >=12 Yrs,Q36.9,"Cleft lip, unilateral",,,TRUE
RSUR01A,Cleft Lip,Q36.9,"Cleft lip, unilateral",,,TRUE
RSUR01A,Reconstructive repair >=12 Yrs,Q54.9,"Hypospadias, unspecified",,,TRUE
RSUR01A,Cleft Lip,Q54.9,"Hypospadias, unspecified",,,TRUE
RSUR01A,Reconstructive repair >=12 Yrs,T14.4,Injury of nerve(s) of unspecified body region,,,TRUE
RSUR01A,Cleft Lip,T14.4,Injury of nerve(s) of unspecified body region,,,TRUE
RSUR01A,Reconstructive repair >=12 Yrs,T14.5,Injury of blood vessel(s) of unspecified body region,,,TRUE
RSUR01A,Cleft Lip,T14.5,Injury of blood vessel(s) of unspecified body region,,,TRUE
RSUR01A,Reconstructive repair >=12 Yrs,T14.6,Injury of muscles and tendons of unspecified body region,,,TRUE
RSUR01A,Cleft Lip,T14.6,Injury of muscles and tendons of unspecified body region,,,TRUE
RSUR01C,Reconstructive repair <12 Yrs,Q35.9,"Cleft palate, unspecified",,,TRUE
RSUR01C,Reconstructive repair <12 Yrs,Q36.9,"Cleft lip, unilateral",,,TRUE
RSUR01C,Reconstructive repair <12 Yrs,Q54.9,"Hypospadias, unspecified",,,TRUE
RSUR01C,Reconstructive repair <12 Yrs,T14.4,Injury of nerve(s) of unspecified body region,,,TRUE
RSUR01C,Reconstructive repair <12 Yrs,T14.5,Injury of blood vessel(s) of unspecified body region,,,TRUE
RSUR01C,Reconstructive repair <12 Yrs,T14.6,Injury of muscles and tendons of unspecified body region,,,TRUE
RSUR02A,Shaving and Skin Grafting >=12 Yrs,T30.0,"Burn of unspecified body region, unspecified degree",,,TRUE
RSUR02A,Burns,T30.0,"Burn of unspecified body region, unspecified degree",,,TRUE
RSUR02C,Shaving and Skin Grafting <12 Yrs,T30.0,"Burn of unspecified body region, unspecified degree",,,TRUE
RSUR03A,Excisional Debridement and Dressing >=12 Yrs,T30.0,"Burn of unspecified body region, unspecified degree",,,TRUE
RSUR03A,Burns,T30.0,"Burn of unspecified body region, unspecified degree",,,TRUE
RSUR03C,Excisional Debridement and Dressing <12 Yrs,T30.0,"Burn of unspecified body region, unspecified degree",,,TRUE
RSUR04A,Excisional Debridement with Suturing >=12 Yrs,T14.1,Open wound of unspecified body region,,,TRUE
RSUR04A,Injury Of Unspecified Body Region,T14.1,Open wound of unspecified body region,,,TRUE
RSUR04C,Excisional Debridement with Suturing <12 Yrs,T14.1,Open wound of unspecified body region,,,TRUE
RSUR05A,Excisional Debridement with Skin Grafting >=12 Yrs,,,,,TRUE
RSUR05A,Injury Of Unspecified Body Region,,,,,TRUE
RSUR05C,Excisional Debridement with Skin Grafting <12 Yrs,,,,,TRUE
RSUR06A,Excisional Debridement with Flap Reconstruction >=12 Yrs,,,,,TRUE
RSUR06A,Injury Of Unspecified Body Region,,,,,TRUE
RSUR06C,Excisional Debridement with Flap Reconstruction <12 Yrs,,,,,TRUE
RSUR07A,Excision Biopsy >=12 Yrs,C49.9,"Malignant neoplasm: Connective and soft tissue, unspecified",,,TRUE
RSUR07A,Lipoma,C49.9,"Malignant neoplasm: Connective and soft tissue, unspecified",,,TRUE
RSUR07A,Excision Biopsy >=12 Yrs,D17.9,"Benign lipomatous neoplasm, unspecified",,,TRUE
RSUR07A,Lipoma,D17.9,"Benign lipomatous neoplasm, unspecified",,,TRUE
RSUR07A,Excision Biopsy >=12 Yrs,Q69.9,"Polydactyly, unspecified",,,TRUE
RSUR07A,Lipoma,Q69.9,"Polydactyly, unspecified",,,TRUE
RSUR07C,Excision Biopsy <12 Yrs,C49.9,"Malignant neoplasm: Connective and soft tissue, unspecified",,,TRUE
RSUR07C,Excision Biopsy <12 Yrs,D17.9,"Benign lipomatous neoplasm, unspecified",,,TRUE
RSUR07C,Excision Biopsy <12 Yrs,Q69.9,"Polydactyly, unspecified",,,TRUE
RSUR08A,Escharotomy >=12 Yrs,T30.0,"Burn of unspecified body region, unspecified degree",,,TRUE
RSUR08A,Burns,T30.0,"Burn of unspecified body region, unspecified degree",,,TRUE
RSUR08C,Escharotomy <12 Yrs,T30.0,"Burn of unspecified body region, unspecified degree",,,TRUE
RSUR10A,Corrective Osteotomy >=12 Yrs,Q75.0,Craniosynostosis,,,TRUE
RSUR10A,Craniosynostosis,Q75.0,Craniosynostosis,,,TRUE
RSUR10C,Corrective Osteotomy <12 Yrs,Q75.0,Craniosynostosis,,,TRUE
RSUR11A,Reconstruction >=12 Yrs,K13.0,Diseases of lips,,,TRUE
RSUR11A,Injury Of Unspecified Body Region,K13.0,Diseases of lips,,,TRUE
RSUR11C,Reconstruction <12 Yrs,K13.0,Diseases of lips,,,TRUE
RSUR12A,Release/Excision and Split Skin Grafting >=12 Yrs,I89.0,"Lymphoedema, not elsewhere classified",,,TRUE
RSUR12A,Lymphoedema(Lymphangiectasis),I89.0,"Lymphoedema, not elsewhere classified",,,TRUE
RSUR12C,Release/Excision and Split Skin Grafting <12 Yrs,I89.0,"Lymphoedema, not elsewhere classified",,,TRUE
RSUR13A,Release/Excision and Full thickness skin graft >=12 Yrs,Q70.9,"Syndactyly, unspecified",,,TRUE
RSUR13A,Neurofibromatosis,Q70.9,"Syndactyly, unspecified",,,TRUE
RSUR13C,Release/Excision and Full thickness skin graft <12 Yrs,Q70.9,"Syndactyly, unspecified",,,TRUE
